toi,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_orbper,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_dist,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_rad,disposition_category
1236,2.884,0.053,-0.053,-1.087,0.055,-0.055,2460448.014,2.2657506,3.419,0.568,-0.568,388.0,30.5848,-30.5848,8.00485,18671.1,3256.0,9.8722,0.023,-0.023,914.062,34.852,-34.852,10125.0,419.5,-419.5,3.62,4.14,FALSE_POSITIVE
1237,-3.659,0.049,-0.049,-3.898,0.044,-0.044,2459211.466,9.2016496,4.4317333,0.1887259,-0.1887259,13812.32336,421.02008,-421.02008,13.4373959,203.9516754,963.8325055,13.1573,0.013,-0.013,726.412,14.8815,-14.8815,6190.0,131.1,-131.1,4.36651,1.12271,CONFIRMED
1238,-1.949,0.04,-0.04,-34.477,0.042,-0.042,2458355.626,0.91677,1.337,0.359,-0.359,276.272,0.879078,-0.879078,3.12766,4151.31,2236.0,9.9124,0.006,-0.006,231.803,1.051,-1.051,5825.0,97.8,-97.8,4.04,1.71,FALSE_POSITIVE
1239,-5.753,0.068,-0.068,-8.546,0.069,-0.069,2459797.811,1.5487245,2.8258531,0.0675093,-0.0675093,9869.031892,313.60062,-313.60062,14.506178,2978.204767,1884.119256,12.0671,0.007,-0.007,523.337,16.812,-16.812,5887.35,140.065,-140.065,4.16889,1.41021,CONFIRMED
1240,31.845,0.073,-0.073,-62.191,0.041,-0.041,2459450.837,19.5620458,6.4231417,0.5325488,-0.5325488,1397.814899,92.034744,-92.034744,3.2870868,10.9554543,464.0100077,11.2723,0.006,-0.006,99.9293,0.3594,-0.3594,4246.8,108.6,-108.6,4.5,0.758892,CONFIRMED
1241,13.268,0.039,-0.039,-7.813,0.035,-0.035,2459660.608,3.660032,4.7853014,0.0270728,-0.0270728,7749.720327,36.76219,-36.76219,17.5565568,1804.554872,1662.310977,11.2633,0.007,-0.007,505.703,5.0755,-5.0755,5988.0,140.0,-140.0,3.93,1.88626,CONFIRMED
1242,-48.024,0.047,-0.047,81.928,0.051,-0.051,2459737.587,4.3074513,2.3379196,0.0773344,-0.0773344,1094.84195,29.993288,-29.993288,3.2819879,196.4755358,954.8757629,11.1802,0.006,-0.006,169.422,0.671,-0.671,5141.0,122.049,-122.049,4.49143,0.876154,CONFIRMED
1243,-2.429,0.034,-0.034,-4.534,0.036,-0.036,2459813.94,7.8127906,6.304,0.136,-0.136,8120.0,164.439,-164.439,22.0599,2051.05,1874.0,11.7018,0.044,-0.044,782.732,13.4895,-13.4895,8451.0,462.885,-462.885,4.00707,2.38,FALSE_POSITIVE
1244,-10.027,0.085,-0.085,-11.314,0.049,-0.049,2458845.373,7.107934,3.440833,0.0683055,-0.0683055,501.6058242,16.939434,-16.939434,2.2881711,145.5706555,885.9071544,6.2683,0.006,-0.006,22.4035,0.0225,-0.0225,5694.11,153.429,-153.429,4.53108,0.902932,CONFIRMED
1245,-45.703,0.083,-0.083,-40.413,0.087,-0.087,2458517.436,0.493379,1.5,0.283602,-0.283602,194.341058,22.715282,-22.715282,1.503946,7066.343282,2338.398008,8.1075,0.006,-0.006,58.7453,0.24805,-0.24805,5914.0,191.0,-191.0,4.46485,1.00635,FALSE_POSITIVE
1246,901.0,8.0,-8.0,-492.0,8.0,-8.0,2460209.808,1.5109447,0.6401499,0.1254012,-0.1254012,10693.48816,1180.1766,-1180.1766,1.2038917,98.1930529,802.8602204,13.8529,0.011,-0.011,273.2615,2.5675,-2.5675,5780.0,131.1,-131.1,5.27596,0.114827,CONFIRMED
1247,18.728,0.029,-0.029,-12.158,0.029,-0.029,2459440.871,5.6133922,1.424,0.38,-0.38,15850.0,513.945,-513.945,15.2695,91.3894,861.0,12.6275,0.006,-0.006,449.327,3.0325,-3.0325,5848.0,234.5,-234.5,4.41,1.07,FALSE_POSITIVE
1248,-10.042,0.053,-0.053,4.282,0.044,-0.044,2458571.791,3.39829,2.634,0.407,-0.407,4340.0,15.7058,-15.7058,7.06633,662.808,1413.0,12.2876,0.006,-0.006,477.322,7.041,-7.041,6271.0,133.8,-133.8,4.45,1.09,FALSE_POSITIVE
1249,31.57,0.037,-0.037,10.179,0.046,-0.046,2459792.21,2.4710528,3.033,0.243,-0.243,5420.0,7891.29,-7891.29,12.1002,5313.3,2378.0,12.3924,0.006,-0.006,438.754,4.7475,-4.7475,6114.0,133.2,-133.2,4.52,0.97,FALSE_POSITIVE
1250,424.414,0.073,-0.073,-1230.62,0.073,-0.073,2458654.103,0.5182425,0.8565249,0.0753501,-0.0753501,831.8920424,40.76848,-40.76848,1.3485121,255.1405815,1019.329598,10.1165,0.007,-0.007,20.373,0.0192,-0.0192,3325.0,102.0,-102.0,4.88693,0.390989,CONFIRMED
1251,0.76,0.181,-0.181,-8.188,0.171,-0.171,2460650.648,7.8513774,6.699,0.085,-0.085,21571.0,339.716,-339.716,9.49438,528.6493516,1275.5980574999999,10.3018,0.007,-0.007,875.061,74.2245,-74.2245,5833.0,131.1,-131.1,4.34,1.24,FALSE_POSITIVE
1252,-16.639,0.075,-0.075,133.172,0.067,-0.067,2460206.239,1.3090665,2.844,0.728,-0.728,209.0,14.376,-14.376,0.97952,2194.21,1906.0,9.2927,0.006,-0.006,52.1472,0.0699,-0.0699,4779.8,128.6,-128.6,4.57,0.78,FALSE_POSITIVE
1253,-11.834,0.052,-0.052,-15.942,0.05,-0.05,2460389.23,2.9424142,4.073,0.826,-0.826,1400.0,1227.99,-1227.99,9.70968,23595.1,3452.0,10.1894,0.008,-0.008,339.736,3.9305,-3.9305,6854.0,347.9,-347.9,4.1,1.79,FALSE_POSITIVE
1254,-19.274,0.099,-0.099,-1.704,0.08,-0.08,2460010.483,2.0034063,2.661,0.562,-0.562,3372.0,5061.67,-5061.67,30.4003,15162.9,3091.0,10.2688,0.006,-0.006,431.861,8.0455,-8.0455,6514.0,298.8,-298.8,4.03,2.27,FALSE_POSITIVE
1255,-3.127,0.07,-0.07,-1.527,0.067,-0.067,2460720.075,4.9088819,5.5607357,0.1739368,-0.1739368,5548.827963,147.1569,-147.1569,15.9619759,1882.902121,1680.067326,12.487,0.007,-0.007,1080.15,40.745,-40.745,6606.0,128.386,-128.386,3.93691,2.09179,CONFIRMED
1256,8.479,0.096,-0.096,-21.602,0.075,-0.075,2459468.23,3.0026215,3.595,0.166,-0.166,5040.0,141.026,-141.026,14.0672,4289.27,2254.0,12.1112,0.01,-0.01,491.87,11.2195,-11.2195,5630.0,105.1,-105.1,4.11,1.45,CONFIRMED
1257,5.058,0.056,-0.056,-33.341,0.053,-0.053,2459847.673,5.2667367,2.788,0.375,-0.375,2910.0,209.582,-209.582,8.71675,248.814,1106.0,11.3209,0.006,-0.006,420.999,6.2935,-6.2935,5938.0,145.3,-145.3,4.06,1.6,CONFIRMED
1258,1.98,0.027,-0.027,7.924,0.03,-0.03,2459008.762,1.1578392,1.363,0.333,-0.333,9660.0,23.8474,-23.8474,11.2362,2519.45,1973.0,13.3675,0.007,-0.007,915.093,11.8025,-11.8025,6409.0,122.0,-122.0,4.4,1.18,FALSE_POSITIVE
1259,-1.507,0.045,-0.045,2.711,0.044,-0.044,2459230.211,3.1510408,2.9657375,0.1958842,-0.1958842,2025.107272,236.45537,-236.45537,297.1117262,2194.07288,1745.550878,10.4856,0.012,-0.012,4189.87,686.175,-686.175,4240.0,122.0,-122.0,4.34,49.1612,FALSE_POSITIVE
1260,-29.564,0.058,-0.058,-19.113,0.05,-0.05,2460421.873,1.5309799,1.37,0.326,-0.326,654.0,44.7008,-44.7008,6.01061,1124.09,1613.0,9.693811,0.006,-0.006,320.06,2.6215,-2.6215,6298.0,299.8,-299.8,3.77,2.38,FALSE_POSITIVE
1261,17.645,0.097,-0.097,-11.995,0.075,-0.075,2459886.332,4.4085194,3.3016793,0.065376,-0.065376,8977.03543,133.06244,-133.06244,12.4986982,648.882601,1287.245202,11.4453,0.006,-0.006,319.031,5.418,-5.418,5961.2,106.9,-106.9,4.25,1.2983299,CONFIRMED
1262,111.364,0.075,-0.075,-2.588,0.094,-0.094,2458358.118,4.5320502,2.3754425,0.0422327,-0.0422327,7874.585279,93.59567,-93.59567,7.0590799,123.9023995,850.9218562,10.4654,0.006,-0.006,96.2338,0.57475,-0.57475,4983.0,180.0,-180.0,4.61445,0.805573,CONFIRMED
1263,-18.414,0.044,-0.044,7.138,0.032,-0.032,2460019.141,7.5337657,5.5843836,0.2017168,-0.2017168,4697.175309,225.92403,-225.92403,10.611119,422.1623374,1156.084613,11.6634,0.006,-0.006,446.442,7.5795,-7.5795,5869.0,123.928,-123.928,4.09453,1.52905,CONFIRMED
1264,-43.125,0.044,-0.044,-36.694,0.04,-0.04,2458598.749,3.1853186,2.2396998,0.2141707,-0.2141707,4917.337891,167.26488,-167.26488,5.422035,211.6178316,972.7647273,12.4284,0.006,-0.006,240.707,1.6385,-1.6385,4944.0,180.0,-180.0,4.50243,0.781959,CONFIRMED
1265,13.176,0.07,-0.07,-10.366,0.047,-0.047,2459550.097,7.8092052,3.393,0.534,-0.534,480.0,0.101394,-0.101394,2.70889,230.628,1085.0,12.0789,0.007,-0.007,446.821,8.546,-8.546,5906.9,108.1,-108.1,4.3,1.22,CONFIRMED
1266,7.326,1.4,-1.4,-5.412,1.389,-1.389,2460337.368,2.2219839,1.996,0.302,-0.302,4394.0,1770.97,-1770.97,15.4416,7790.56,1275.5980574999999,10.4813,0.006,-0.006,501.963,2.5675,-2.5675,7166.8,140.0,-140.0,4.34,1.87,FALSE_POSITIVE
1267,21.263,0.054,-0.054,-20.874,0.044,-0.044,2458747.185,27.2672016,2.4164839,1.4647499,-1.4647499,1154.327889,227.82411,-227.82411,1.5781136,1.6051398,287.0767134,11.3078,0.007,-0.007,42.409,0.047,-0.047,3546.0,157.0,-157.0,4.77262,0.460014,CONFIRMED
1268,-21.525,0.074,-0.074,-23.906,0.044,-0.044,2459582.167,4.1878375,2.9905904,0.056157,-0.056157,11415.16552,139.04398,-139.04398,11.7695065,397.4799328,1138.802866,11.4556,0.006,-0.006,276.211,3.8655,-3.8655,5521.95,115.726,-115.726,4.34199,1.10007,CONFIRMED
1269,29.757,0.089,-0.089,-6.859,0.08,-0.08,2459163.415,7.0114,4.8,1.184,-1.184,8970.0,12.8786,-12.8786,18.1417,753.673,1459.0,8.28222,0.006,-0.006,131.962,0.76,-0.76,6084.8,35.2,-35.2,4.01,1.82,FALSE_POSITIVE
1270,-35.111,0.097,-0.097,-22.63,0.087,-0.087,2459358.397,3.3513304,2.739,0.347,-0.347,400.0,0.991643,-0.991643,17.7728,295.994,1155.0,7.6581,0.006,-0.006,290.313,4.595,-4.595,4886.0,122.0,-122.0,4.34,8.71,FALSE_POSITIVE
1271,-21.661,0.035,-0.035,-24.25,0.058,-0.058,2459716.992,3.0565259,4.145,0.074,-0.074,8800.0,0.371658,-0.371658,15.1633,1438.0,1715.0,10.6506,0.006,-0.006,320.451,2.827,-2.827,5981.0,117.3,-117.3,4.07,1.6,CONFIRMED
1272,-29.235,0.059,-0.059,-14.449,0.063,-0.063,2458685.613,2.2645386,3.8193701,0.4799231,-0.4799231,15019.94209,1744.5321,-1744.5321,5.1936764,34.1873897,616.7174475,13.7991,0.008,-0.008,104.912,0.4445,-0.4445,3443.0,157.0,-157.0,4.81617,0.411471,FALSE_POSITIVE
1273,20.893,0.046,-0.046,-34.883,0.056,-0.056,2458791.468,0.901465,2.5562155,0.3825851,-0.3825851,3156.565826,241.35936,-241.35936,3.4348127,325.5470241,1083.360962,12.974,0.007,-0.007,153.986,0.6375,-0.6375,3896.0,157.0,-157.0,4.64192,0.611023,FALSE_POSITIVE
1274,5.4,0.048,-0.048,-17.345,0.053,-0.053,2458359.734,7.21048,2.671,0.341,-0.341,250.094,0.643423,-0.643423,3.7188,124.246,930.0,8.9944,0.006,-0.006,196.472,1.0895,-1.0895,5920.4,78.3,-78.3,3.91,2.14,FALSE_POSITIVE
1275,4.333,0.06,-0.06,6.381,0.054,-0.054,2459825.345,2.3359622,6.0165684,0.4194667,-0.4194667,3066.249275,170.41193,-170.41193,18.3852989,7363.483084,2362.602031,10.7387,0.006,-0.006,482.603,9.0575,-9.0575,7577.0,141.5,-141.5,4.05,2.0780001,FALSE_POSITIVE
1276,-24.887,0.094,-0.094,-14.026,0.059,-0.059,2460236.628,13.7748361,4.454,0.187,-0.187,309.0,7.39394,-7.39394,2.67656,114.929,912.0,9.15722,0.006,-0.006,160.125,1.503,-1.503,6266.98,136.509,-136.509,4.19069,1.47,CONFIRMED
1277,-2.47,0.077,-0.077,-14.371,0.065,-0.065,2458472.158,3.96643,2.025,0.28,-0.28,828.371,1.84461,-1.84461,5.99981,376.453,1227.0,9.52621,0.006,-0.006,263.022,3.008,-3.008,6565.2,95.4,-95.4,4.09,1.9,FALSE_POSITIVE
1278,-1.146,0.054,-0.054,-7.973,0.044,-0.044,2460254.527,3.6688102,2.151,0.302,-0.302,8447.0,572.391,-572.391,9.85973,265.932,1125.0,13.3268,0.012,-0.012,684.507,13.484,-13.484,5821.5,48.9,-48.9,4.36,1.12,FALSE_POSITIVE
1279,10.845,0.035,-0.035,-0.499,0.052,-0.052,2460201.639,2.8493825,3.567,0.053,-0.053,8049.0,25.0232,-25.0232,16.3869,2005.83,1864.0,10.3157,0.006,-0.006,364.411,2.729,-2.729,6900.0,131.1,-131.1,4.438,1.77,CONFIRMED
1280,-8.549,0.045,-0.045,-7.848,0.046,-0.046,2460012.028,1.6563738,1.741,0.23,-0.23,246.0,14.2743,-14.2743,1.42047,1000.88,1566.0,9.8146,0.006,-0.006,130.335,0.3975,-0.3975,5614.1,76.6,-76.6,4.34,1.02,FALSE_POSITIVE
1281,-15.721,0.074,-0.074,-64.779,0.065,-0.065,2459857.186,8.0970819,3.127852,0.6591834,-0.6591834,4723.072438,601.42126,-601.42126,2.6354043,5.3632275,388.1291894,13.1717,0.007,-0.007,73.3345,0.17285,-0.17285,3391.0,157.0,-157.0,4.84373,0.381586,CONFIRMED
1282,43.253,0.057,-0.057,-68.614,0.056,-0.056,2460445.65,2.6998294,2.208,0.245,-0.245,2798.0,38.5565,-38.5565,4.94551,1198.41,1639.0,9.93119,0.006,-0.006,114.865,0.3215,-0.3215,6180.0,362.01,-362.01,4.57956,0.92,CONFIRMED
1283,0.733,0.042,-0.042,136.992,0.048,-0.048,2459598.138,6.8242909,2.787,0.533,-0.533,700.0,2.25055,-2.25055,2.23971,33.8464,671.0,11.6643,0.006,-0.006,117.383,0.3015,-0.3015,3999.0,123.9,-123.9,4.35,0.87,FALSE_POSITIVE
1284,23.368,0.061,-0.061,-38.099,0.047,-0.047,2458470.581,2.32664,1.6497284,0.2549551,-0.2549551,7844.78312,275.52435,-275.52435,5.5911206,87.0961414,779.1471354,12.6785,0.007,-0.007,135.047,0.548,-0.548,3946.0,69.0,-69.0,4.69039,0.623609,CONFIRMED
1285,10.261,0.064,-0.064,-9.189,0.075,-0.075,2459167.712,4.155,2.807,0.298,-0.298,4900.0,2.51246,-2.51246,11.0678,534.715,1339.0,9.65521,0.006,-0.006,218.294,1.9165,-1.9165,6270.0,314.4,-314.4,4.14,1.57,FALSE_POSITIVE
1286,1.071,0.042,-0.042,3.859,0.042,-0.042,2459133.407,14.5728985,2.5623497,0.0995102,-0.0995102,4464.435989,154.8349,-154.8349,13.5300683,248.8553739,1012.993143,10.9923,0.006,-0.006,402.63,3.8195,-3.8195,6025.8,107.0,-107.0,4.0,1.76095,CONFIRMED
1287,9.0,2.6,-2.6,24.5,2.7,-2.7,2460505.21,3.9525732,2.378,0.77,-0.77,857.0,75.297,-75.297,9.49438,528.6493516,1275.5980574999999,10.4263,0.006,-0.006,273.2615,2.5675,-2.5675,4536.1,210.1,-210.1,4.34,1.24,FALSE_POSITIVE
1288,0.685,0.036,-0.036,0.621,0.039,-0.039,2458687.926,5.5460893,2.2804171,0.1922348,-0.1922348,1956.621535,111.49815,-111.49815,8.8601851,1504.944602,1588.546302,11.8995,0.006,-0.006,847.299,14.2685,-14.2685,6963.86,138.256,-138.256,4.07013,1.88937,FALSE_POSITIVE
1289,-6.332,0.072,-0.072,-5.368,0.061,-0.061,2460423.071,10.9115374,3.269,1.011,-1.011,1039.0,1675.56,-1675.56,18.4382,17372.4,3198.0,9.8115,0.017,-0.017,705.851,19.4175,-19.4175,9195.0,235.0,-235.0,3.75,3.37,FALSE_POSITIVE
1290,-27.631,0.049,-0.049,10.574,0.035,-0.035,2458576.434,7.72433,8.03,0.153,-0.153,7120.0,0.551711,-0.551711,20.0285,1173.53,1630.0,10.2372,0.006,-0.006,422.884,5.9355,-5.9355,6249.4,386.5,-386.5,4.19,2.32,FALSE_POSITIVE
1291,0.39,0.086,-0.086,-23.23,0.062,-0.062,2460226.787,6.3392677,3.02,0.177,-0.177,1739.0,90.9737,-90.9737,3.91968,120.002,922.0,12.1093,0.007,-0.007,290.495,4.2445,-4.2445,5289.0,120.9,-120.9,4.46,0.93,CONFIRMED
1292,12.336,0.139,-0.139,-17.754,0.09,-0.09,2459475.616,8.8349261,6.2442811,0.2579217,-0.2579217,6132.255344,404.37946,-404.37946,9.0595904,41.4198706,647.0263001,12.8131,0.007,-0.007,159.244,1.693,-1.693,3303.0,131.1,-131.1,3.84689,1.1499799,CONFIRMED
1293,6.788,0.085,-0.085,-70.792,0.054,-0.054,2459527.297,12.2193392,4.8876935,0.2760881,-0.2760881,1670.131063,73.94849,-73.94849,4.8045458,100.9111624,808.3726382,10.6309,0.007,-0.007,197.243,2.1815,-2.1815,5643.77,110.947,-110.947,4.35958,1.09457,CONFIRMED
1294,103.407,0.048,-0.048,111.455,0.056,-0.056,2458404.073,26.2588239,4.4279477,0.7026427,-0.7026427,251.0105068,35.050304,-35.050304,2.0533305,54.4142175,692.7042412,8.9043,0.006,-0.006,110.247,0.3125,-0.3125,5908.0,191.0,-191.0,4.28153,1.24841,FALSE_POSITIVE
1295,1.759,0.071,-0.071,-32.902,0.057,-0.057,2460803.329,4.6144478,1.8613266,0.045226,-0.045226,15541.99575,395.82147,-395.82147,14.103773,188.1062326,944.5404164,11.355,0.006,-0.006,189.469,1.545,-1.545,5417.0,120.013,-120.013,4.57331,0.831063,CONFIRMED
1296,-5.666,0.038,-0.038,11.996,0.045,-0.045,2459717.232,2.1747062,2.846111,0.0274064,-0.0274064,11173.19296,135.44063,-135.44063,14.231871,1622.252825,1618.636705,12.423,0.007,-0.007,575.889,6.456,-6.456,6046.76,142.639,-142.639,4.28918,1.2561899,CONFIRMED
1297,-36.805,0.226,-0.226,-13.133,0.131,-0.131,2459500.669,1.9828041,1.1139386,0.06483,-0.06483,132105.0435,5127.973,-5127.973,10.8910702,20.6170397,543.4709395,16.0573,0.008,-0.008,185.731,4.86,-4.86,3213.0,157.0,-157.0,4.93347,0.293047,CONFIRMED
1298,-0.546,0.052,-0.052,-1.533,0.054,-0.054,2460557.476,3.3815776,3.38,0.065,-0.065,9454.0,92.5772,-92.5772,16.622,1203.68,1640.0,11.599,0.007,-0.007,640.585,15.1075,-15.1075,6662.0,122.4,-122.4,4.09,1.78,FALSE_POSITIVE
1299,63.025,0.038,-0.038,-25.533,0.045,-0.045,2458791.369,0.99837,1.632,0.084,-0.084,2730.0,0.743409,-0.743409,5.29489,2465.96,1963.0,9.60027,0.006,-0.006,143.575,0.636,-0.636,6082.0,141.4,-141.4,4.39,1.13,FALSE_POSITIVE
1300,-7.63,0.038,-0.038,3.457,0.034,-0.034,2460014.804,0.5465391,1.6114979,0.5729396,-0.5729396,3122.158429,307.78687,-307.78687,9.5365498,18187.33144,2961.842734,13.5552,0.006,-0.006,1298.66,36.655,-36.655,6091.0,122.0,-122.0,4.05,1.66057,FALSE_POSITIVE
1301,-84.343,0.067,-0.067,-75.221,0.074,-0.074,2458439.135,1.0817,1.588,0.222,-0.222,341.533,0.495141,-0.495141,2.07554,2462.700975,1796.688012,7.6818,0.006,-0.006,49.3375,0.09575,-0.09575,5759.2,38.2,-38.2,4.45,1.02,FALSE_POSITIVE
1302,25.052,0.045,-0.045,0.477,0.052,-0.052,2459085.547,0.907105,1.711,0.124,-0.124,1430.0,614.765,-614.765,7.82059,28442.1,3617.0,12.4537,0.006,-0.006,540.632,9.611,-9.611,6164.0,126.6,-126.6,4.4,1.13,FALSE_POSITIVE
1303,-4.417,0.046,-0.046,-9.668,0.055,-0.055,2459421.603,2.0523417,2.1224957,0.206052,-0.206052,34476.09074,2349.1162,-2349.1162,22.5105621,1327.249868,1539.422828,14.7344,0.01,-0.01,1302.33,46.81,-46.81,5767.0,123.0,-123.0,4.31546,1.16875,CONFIRMED
1304,-28.664,0.096,-0.096,11.981,0.089,-0.089,2459229.063,0.9776805,0.7657397,0.2048794,-0.2048794,965.3175192,107.619026,-107.619026,3.3784252,1378.72548,1554.136642,11.1925,0.006,-0.006,148.462,0.9405,-0.9405,4456.2,205.6,-205.6,4.34,1.09813,FALSE_POSITIVE
1305,-19.687,0.07,-0.07,10.953,0.068,-0.068,2459331.125,1.2025238,1.991,0.052,-0.052,390.0,107.57,-107.57,6.31106,208477.0,5952.0,9.0211,0.006,-0.006,279.698,3.279,-3.279,9158.0,171.4,-171.4,4.32,1.74,FALSE_POSITIVE
1306,-3.075,0.12,-0.12,-6.438,0.093,-0.093,2458819.399,2.37532,2.957,0.245,-0.245,1940.0,150.099,-150.099,13.5855,24634.5,3490.0,9.84095,0.006,-0.006,402.261,8.8495,-8.8495,7895.7,147.4,-147.4,4.06,2.11,FALSE_POSITIVE
1307,-23.173,0.08,-0.08,-12.865,0.061,-0.061,2459329.25,4.971298,3.283,0.088,-0.088,12130.0,1.33654,-1.33654,12.1956,238.875,1095.0,11.5037,0.006,-0.006,271.103,3.667,-3.667,5510.0,131.1,-131.1,4.44137,1.09,CONFIRMED
1308,-56.184,0.053,-0.053,-34.808,0.064,-0.064,2460361.367,5.5514888,4.335,0.454,-0.454,9493.0,66.1719,-66.1719,15.8043,802.858,1482.0,7.9179,0.006,-0.006,96.5173,0.31225,-0.31225,6403.9,184.1,-184.1,4.16,1.55,CONFIRMED
1309,-4.0,2.5,-2.5,1.8,2.3,-2.3,2459199.326,1.7560902,1.763,0.26,-0.26,1650.0,1.08733,-1.08733,7.52118,1923.34,1275.5980574999999,10.5683,0.006,-0.006,266.9,2.5675,-2.5675,6249.0,338.7,-338.7,4.28,1.29,FALSE_POSITIVE
1310,-92.348,0.08,-0.08,-78.817,0.07,-0.07,2460284.803,4.2403543,2.353,0.354,-0.354,842.0,25.8007,-25.8007,2.64301,255.637,1113.0,7.6253,0.006,-0.006,43.1406,0.0966,-0.0966,5670.0,110.1,-110.1,4.5,0.93,CONFIRMED
1311,21.46,0.027,-0.027,7.316,0.024,-0.024,2458329.903,4.7423709,2.4988145,0.0665051,-0.0665051,12650.81104,246.23778,-246.23778,10.5505922,209.7699043,970.6340996,13.0417,0.006,-0.006,453.808,3.894,-3.894,5377.0,185.0,-185.0,4.42476,0.877585,CONFIRMED
1312,-14.639,0.069,-0.069,-11.597,0.061,-0.061,2458522.514,7.9940367,4.271047,0.7690108,-0.7690108,404.6194381,39.247066,-39.247066,2.5576021,258.8217348,1022.986578,8.90594,0.006,-0.006,107.118,0.472,-0.472,5846.29,115.111,-115.111,4.26525,1.25324,CONFIRMED
1313,6.191,0.042,-0.042,-10.148,0.047,-0.047,2459415.349,3.2623468,2.91,0.215,-0.215,8540.0,2.30303,-2.30303,13.2175,689.893,1427.0,11.9993,0.008,-0.008,504.372,5.6395,-5.6395,5957.4,142.7,-142.7,4.18,1.41,FALSE_POSITIVE
1314,56.872,0.151,-0.151,-68.828,0.242,-0.242,2459267.669,14.69808,3.7370696,0.3607549,-0.3607549,1897.66415,101.27584,-101.27584,3.177884,16.3606551,512.9439621,10.6269,0.006,-0.006,77.5586,0.3565,-0.3565,4362.0,123.91,-123.91,4.53943,0.733789,CONFIRMED
1315,16.2,0.051,-0.051,50.797,0.056,-0.056,2460012.789,2.9663437,4.44,0.557,-0.557,206.0,10.2948,-10.2948,2.02837,2291.32,1927.0,9.9676,0.006,-0.006,226.06,1.255,-1.255,5807.0,126.2,-126.2,4.14,1.59,FALSE_POSITIVE
1316,11.1,2.3,-2.3,-10.0,2.3,-2.3,2459040.094,5.41402,4.418,0.142,-0.142,7780.0,1.61482,-1.61482,15.9563,694.699,1275.5980574999999,10.787,0.019,-0.019,325.492,2.5675,-2.5675,6394.3,131.1,-131.1,4.34,1.75,FALSE_POSITIVE
1317,-8.604,0.046,-0.046,-2.95,0.035,-0.035,2459327.623,4.3247708,4.267,0.158,-0.158,6380.0,0.972063,-0.972063,17.0257,1080.87,1597.0,11.1138,0.006,-0.006,564.409,11.2915,-11.2915,6457.0,134.1,-134.1,3.9,2.13,CONFIRMED
1318,12.315,0.07,-0.07,-4.252,0.075,-0.075,2458796.0,4.04163,1.719,0.219,-0.219,3100.0,2.87669,-2.87669,13.1608,304.098,1163.0,10.155,0.006,-0.006,419.142,10.3525,-10.3525,6895.0,380.1,-380.1,3.87,2.36,FALSE_POSITIVE
1319,-5.388,0.049,-0.049,-0.587,0.04,-0.04,2459249.036,5.4053583,4.859,0.118,-0.118,6770.0,0.487159,-0.487159,13.4237,857.119,1507.0,10.5579,0.006,-0.006,343.08,4.094,-4.094,6410.0,128.8,-128.8,4.14,1.59,CONFIRMED
1320,1.771,0.071,-0.071,-26.516,0.059,-0.059,2458411.902,3.532822,3.44312,0.046901,-0.046901,11283.61942,137.88638,-137.88638,13.474905,837.7033716,1372.120698,11.185,0.007,-0.007,317.652,5.5425,-5.5425,6153.0,131.1,-131.1,4.34152,1.25,CONFIRMED
1321,-27.345,0.034,-0.034,-27.119,0.037,-0.037,2458741.6,8.0214735,3.2087652,0.6931132,-0.6931132,882.3089291,67.50628,-67.50628,2.3381058,69.7589934,737.0887807,10.5191,0.006,-0.006,113.181,0.3085,-0.3085,5165.2,103.5,-103.5,4.59,0.784618,CONFIRMED
1322,-12.983,0.085,-0.085,0.219,0.058,-0.058,2458496.168,4.79586,2.132,0.11,-0.11,26891.1,952.147,-952.147,23.4129,377.084,1227.0,10.6596,0.006,-0.006,246.177,3.1815,-3.1815,5782.5,112.0,-112.0,4.37,1.3,FALSE_POSITIVE
1323,38.971,0.041,-0.041,-42.676,0.05,-0.05,2458547.302,14.066109,3.4744355,0.0163632,-0.0163632,16514.0483,111.70845,-111.70845,21.5662738,153.0394528,897.0581591,9.1116,0.006,-0.006,131.018,0.577,-0.577,6157.0,194.0,-194.0,4.20407,1.47641,FALSE_POSITIVE
1324,18.914,0.028,-0.028,1.001,0.029,-0.029,2459964.261,3.059168,4.992,0.448,-0.448,7610.0,1309.54,-1309.54,13.504,6509.45,2502.0,13.2864,0.006,-0.006,494.985,3.948,-3.948,5657.0,122.0,-122.0,4.37,1.08,FALSE_POSITIVE
1325,30.333,0.181,-0.181,10.142,0.179,-0.179,2459116.148,0.5568095,0.9712066,0.0828077,-0.0828077,45140.53504,3374.4705,-3374.4705,9.6870229,235.6927628,999.3239856,15.6198,0.01,-0.01,277.404,7.881,-7.881,3116.0,101.0,-101.0,5.06043,0.439738,CONFIRMED
1326,39.144,0.081,-0.081,-22.761,0.052,-0.052,2460250.886,5.0957983,1.772,0.137,-0.137,714.0,30.9066,-30.9066,1.92318,28.5068,643.0,11.4398,0.006,-0.006,98.0152,0.4771,-0.4771,4197.0,117.6,-117.6,4.56,0.7,CONFIRMED
